week,record,n_wins,n_loses,team,year,n_ties,rank
1,1-0,1,0,Los Angeles Rams,2015,0,14
0,6-10,6,10,Los Angeles Rams,2015,0,22
Preseason,6-10,6,10,Los Angeles Rams,2015,0,21
17,8-8,8,8,Los Angeles Chargers,2008,0,12
16,7-8,7,8,Los Angeles Chargers,2008,0,16
15,6-8,6,8,Los Angeles Chargers,2008,0,21
14,5-8,5,8,Los Angeles Chargers,2008,0,21
13,4-8,4,8,Los Angeles Chargers,2008,0,23
12,4-7,4,7,Los Angeles Chargers,2008,0,22
11,4-6,4,6,Los Angeles Chargers,2008,0,22
10,4-5,4,5,Los Angeles Chargers,2008,0,20
9,3-5,3,5,Los Angeles Chargers,2008,0,21
8,3-5,3,5,Los Angeles Chargers,2008,0,21
7,3-4,3,4,Los Angeles Chargers,2008,0,17
6,3-3,3,3,Los Angeles Chargers,2008,0,11
5,2-3,2,3,Los Angeles Chargers,2008,0,16
4,2-2,2,2,Los Angeles Chargers,2008,0,8
3,1-2,1,2,Los Angeles Chargers,2008,0,9
2,0-2,0,2,Los Angeles Chargers,2008,0,13
1,0-1,0,1,Los Angeles Chargers,2008,0,3
0,11-5,11,5,Los Angeles Chargers,2008,0,2
Preseason,11-5,11,5,Los Angeles Chargers,2008,0,3
17,14-2,14,2,Los Angeles Chargers,2006,0,1
16,13-2,13,2,Los Angeles Chargers,2006,0,1
15,12-2,12,2,Los Angeles Chargers,2006,0,1
14,11-2,11,2,Los Angeles Chargers,2006,0,1
13,10-2,10,2,Los Angeles Chargers,2006,0,1
12,9-2,9,2,Los Angeles Chargers,2006,0,2
11,8-2,8,2,Los Angeles Chargers,2006,0,1
10,7-2,7,2,Los Angeles Chargers,2006,0,3
9,6-2,6,2,Los Angeles Chargers,2006,0,5
8,5-2,5,2,Los Angeles Chargers,2006,0,5
7,4-2,4,2,Los Angeles Chargers,2006,0,8
6,4-1,4,1,Los Angeles Chargers,2006,0,3
5,3-1,3,1,Los Angeles Chargers,2006,0,5
4,2-1,2,1,Los Angeles Chargers,2006,0,9
3,2-0,2,0,Los Angeles Chargers,2006,0,5
2,2-0,2,0,Los Angeles Chargers,2006,0,7
1,1-0,1,0,Los Angeles Chargers,2006,0,9
0,9-7,9,7,Los Angeles Chargers,2006,0,16
Preseason,9-7,9,7,Los Angeles Chargers,2006,0,17
17,13-3,13,3,Los Angeles Chargers,2009,0,2
16,12-3,12,3,Los Angeles Chargers,2009,0,2
15,11-3,11,3,Los Angeles Chargers,2009,0,3
14,10-3,10,3,Los Angeles Chargers,2009,0,4
13,9-3,9,3,Los Angeles Chargers,2009,0,4
12,8-3,8,3,Los Angeles Chargers,2009,0,4
11,7-3,7,3,Los Angeles Chargers,2009,0,6
10,6-3,6,3,Los Angeles Chargers,2009,0,8
9,5-3,5,3,Los Angeles Chargers,2009,0,12
8,4-3,4,3,Los Angeles Chargers,2009,0,16
7,3-3,3,3,Los Angeles Chargers,2009,0,16
6,2-3,2,3,Los Angeles Chargers,2009,0,14
5,2-2,2,2,Los Angeles Chargers,2009,0,16
4,2-2,2,2,Los Angeles Chargers,2009,0,16
3,2-1,2,1,Los Angeles Chargers,2009,0,12
2,1-1,1,1,Los Angeles Chargers,2009,0,11
1,1-0,1,0,Los Angeles Chargers,2009,0,6
0,8-8,8,8,Los Angeles Chargers,2009,0,5
Preseason,8-8,8,8,Los Angeles Chargers,2009,0,6
17,11-5,11,5,Los Angeles Chargers,2007,0,6
16,10-5,10,5,Los Angeles Chargers,2007,0,6
15,9-5,9,5,Los Angeles Chargers,2007,0,6
14,8-5,8,5,Los Angeles Chargers,2007,0,7
13,7-5,7,5,Los Angeles Chargers,2007,0,9
12,6-5,6,5,Los Angeles Chargers,2007,0,10
11,5-5,5,5,Los Angeles Chargers,2007,0,13
10,5-4,5,4,Los Angeles Chargers,2007,0,9
9,4-4,4,4,Los Angeles Chargers,2007,0,14
8,4-3,4,3,Los Angeles Chargers,2007,0,7
7,3-3,3,3,Los Angeles Chargers,2007,0,9
6,3-3,3,3,Los Angeles Chargers,2007,0,10
5,2-3,2,3,Los Angeles Chargers,2007,0,12
4,1-3,1,3,Los Angeles Chargers,2007,0,16
3,1-2,1,2,Los Angeles Chargers,2007,0,9
2,1-1,1,1,Los Angeles Chargers,2007,0,4
1,1-0,1,0,Los Angeles Chargers,2007,0,3
0,14-2,14,2,Los Angeles Chargers,2007,0,3
Preseason,14-2,14,2,Los Angeles Chargers,2007,0,3
17,9-7,9,7,Los Angeles Chargers,2010,0,14
16,8-7,8,7,Los Angeles Chargers,2010,0,14
15,8-6,8,6,Los Angeles Chargers,2010,0,10
14,7-6,7,6,Los Angeles Chargers,2010,0,12
13,6-6,6,6,Los Angeles Chargers,2010,0,14
12,6-5,6,5,Los Angeles Chargers,2010,0,11
11,5-5,5,5,Los Angeles Chargers,2010,0,14
10,4-5,4,5,Los Angeles Chargers,2010,0,16
9,4-5,4,5,Los Angeles Chargers,2010,0,16
8,3-5,3,5,Los Angeles Chargers,2010,0,22
7,2-5,2,5,Los Angeles Chargers,2010,0,24
6,2-4,2,4,Los Angeles Chargers,2010,0,24
5,2-3,2,3,Los Angeles Chargers,2010,0,21
4,2-2,2,2,Los Angeles Chargers,2010,0,12
3,1-2,1,2,Los Angeles Chargers,2010,0,18
2,1-1,1,1,Los Angeles Chargers,2010,0,13
1,0-1,0,1,Los Angeles Chargers,2010,0,12
0,13-3,13,3,Los Angeles Chargers,2010,0,8
Preseason,13-3,13,3,Los Angeles Chargers,2010,0,10
17,8-8,8,8,Los Angeles Chargers,2011,0,16
16,7-8,7,8,Los Angeles Chargers,2011,0,19
15,7-7,7,7,Los Angeles Chargers,2011,0,14
14,6-7,6,7,Los Angeles Chargers,2011,0,18
13,5-7,5,7,Los Angeles Chargers,2011,0,21
12,4-7,4,7,Los Angeles Chargers,2011,0,22
11,4-6,4,6,Los Angeles Chargers,2011,0,21
10,4-5,4,5,Los Angeles Chargers,2011,0,18
9,4-4,4,4,Los Angeles Chargers,2011,0,17
8,4-3,4,3,Los Angeles Chargers,2011,0,15
7,4-2,4,2,Los Angeles Chargers,2011,0,9
6,4-1,4,1,Los Angeles Chargers,2011,0,7
5,4-1,4,1,Los Angeles Chargers,2011,0,7
4,3-1,3,1,Los Angeles Chargers,2011,0,7
3,2-1,2,1,Los Angeles Chargers,2011,0,9
2,1-1,1,1,Los Angeles Chargers,2011,0,12
1,1-0,1,0,Los Angeles Chargers,2011,0,9
0,9-7,9,7,Los Angeles Chargers,2011,0,10
Preseason,9-7,9,7,Los Angeles Chargers,2011,0,10
17,9-7,9,7,Los Angeles Chargers,2013,0,12
16,8-7,8,7,Los Angeles Chargers,2013,0,12
15,7-7,7,7,Los Angeles Chargers,2013,0,15
14,6-7,6,7,Los Angeles Chargers,2013,0,17
13,5-7,5,7,Los Angeles Chargers,2013,0,16
12,5-6,5,6,Los Angeles Chargers,2013,0,15
11,4-6,4,6,Los Angeles Chargers,2013,0,18
10,4-5,4,5,Los Angeles Chargers,2013,0,17
9,4-4,4,4,Los Angeles Chargers,2013,0,15
8,4-3,4,3,Los Angeles Chargers,2013,0,11
7,4-3,4,3,Los Angeles Chargers,2013,0,12
6,3-3,3,3,Los Angeles Chargers,2013,0,15
5,2-3,2,3,Los Angeles Chargers,2013,0,20
4,2-2,2,2,Los Angeles Chargers,2013,0,17
3,1-2,1,2,Los Angeles Chargers,2013,0,19
2,1-1,1,1,Los Angeles Chargers,2013,0,16
1,0-1,0,1,Los Angeles Chargers,2013,0,26
0,7-9,7,9,Los Angeles Chargers,2013,0,24
Preseason,7-9,7,9,Los Angeles Chargers,2013,0,23
17,9-7,9,7,Los Angeles Chargers,2014,0,16
16,9-6,9,6,Los Angeles Chargers,2014,0,11
15,8-6,8,6,Los Angeles Chargers,2014,0,14
14,8-5,8,5,Los Angeles Chargers,2014,0,11
13,8-4,8,4,Los Angeles Chargers,2014,0,9
12,7-4,7,4,Los Angeles Chargers,2014,0,15
11,6-4,6,4,Los Angeles Chargers,2014,0,16
10,5-4,5,4,Los Angeles Chargers,2014,0,15
9,5-4,5,4,Los Angeles Chargers,2014,0,17
8,5-3,5,3,Los Angeles Chargers,2014,0,8
7,5-2,5,2,Los Angeles Chargers,2014,0,7
6,5-1,5,1,Los Angeles Chargers,2014,0,2
5,4-1,4,1,Los Angeles Chargers,2014,0,3
4,3-1,3,1,Los Angeles Chargers,2014,0,5
3,2-1,2,1,Los Angeles Chargers,2014,0,6
2,1-1,1,1,Los Angeles Chargers,2014,0,10
1,0-1,0,1,Los Angeles Chargers,2014,0,16
0,9-7,9,7,Los Angeles Chargers,2014,0,11
Preseason,9-7,9,7,Los Angeles Chargers,2014,0,16
17,4-12,4,12,Los Angeles Chargers,2015,0,28
16,4-11,4,11,Los Angeles Chargers,2015,0,28
15,4-10,4,10,Los Angeles Chargers,2015,0,27
14,3-10,3,10,Los Angeles Chargers,2015,0,28
13,3-9,3,9,Los Angeles Chargers,2015,0,31
12,3-8,3,8,Los Angeles Chargers,2015,0,27
11,2-8,2,8,Los Angeles Chargers,2015,0,28
10,2-7,2,7,Los Angeles Chargers,2015,0,28
9,2-7,2,7,Los Angeles Chargers,2015,0,22
8,2-6,2,6,Los Angeles Chargers,2015,0,19
7,2-5,2,5,Los Angeles Chargers,2015,0,21
6,2-4,2,4,Los Angeles Chargers,2015,0,13
5,2-3,2,3,Los Angeles Chargers,2015,0,14
4,2-2,2,2,Los Angeles Chargers,2015,0,17
3,1-2,1,2,Los Angeles Chargers,2015,0,18
2,1-1,1,1,Los Angeles Chargers,2015,0,13
1,1-0,1,0,Los Angeles Chargers,2015,0,10
0,9-7,9,7,Los Angeles Chargers,2015,0,13
Preseason,9-7,9,7,Los Angeles Chargers,2015,0,13
17,5-11,5,11,Arizona Cardinals,2006,0,28
16,5-10,5,10,Arizona Cardinals,2006,0,27
15,4-10,4,10,Arizona Cardinals,2006,0,27
14,4-9,4,9,Arizona Cardinals,2006,0,26
13,3-9,3,9,Arizona Cardinals,2006,0,29
12,2-9,2,9,Arizona Cardinals,2006,0,31
11,2-8,2,8,Arizona Cardinals,2006,0,30
10,1-8,1,8,Arizona Cardinals,2006,0,32
9,1-7,1,7,Arizona Cardinals,2006,0,32
8,1-7,1,7,Arizona Cardinals,2006,0,32
7,1-6,1,6,Arizona Cardinals,2006,0,32
6,1-5,1,5,Arizona Cardinals,2006,0,29
5,1-4,1,4,Arizona Cardinals,2006,0,27
4,1-3,1,3,Arizona Cardinals,2006,0,26
3,1-2,1,2,Arizona Cardinals,2006,0,22
2,1-1,1,1,Arizona Cardinals,2006,0,19
1,1-0,1,0,Arizona Cardinals,2006,0,19
0,5-11,5,11,Arizona Cardinals,2006,0,21
Preseason,5-11,5,11,Arizona Cardinals,2006,0,21
17,8-8,8,8,Arizona Cardinals,2007,0,17
16,7-8,7,8,Arizona Cardinals,2007,0,19
15,6-8,6,8,Arizona Cardinals,2007,0,20
14,6-7,6,7,Arizona Cardinals,2007,0,18
13,6-6,6,6,Arizona Cardinals,2007,0,14
12,5-6,5,6,Arizona Cardinals,2007,0,19
11,5-5,5,5,Arizona Cardinals,2007,0,16
10,4-5,4,5,Arizona Cardinals,2007,0,19
9,3-5,3,5,Arizona Cardinals,2007,0,21
8,3-4,3,4,Arizona Cardinals,2007,0,21
7,3-4,3,4,Arizona Cardinals,2007,0,20
6,3-3,3,3,Arizona Cardinals,2007,0,18
5,3-2,3,2,Arizona Cardinals,2007,0,13
4,2-2,2,2,Arizona Cardinals,2007,0,15
3,1-2,1,2,Arizona Cardinals,2007,0,22
2,1-1,1,1,Arizona Cardinals,2007,0,21
1,0-1,0,1,Arizona Cardinals,2007,0,23
0,5-11,5,11,Arizona Cardinals,2007,0,23
Preseason,5-11,5,11,Arizona Cardinals,2007,0,22
17,7-9,7,9,Los Angeles Chargers,2012,0,22
16,6-9,6,9,Los Angeles Chargers,2012,0,21
15,5-9,5,9,Los Angeles Chargers,2012,0,24
14,5-8,5,8,Los Angeles Chargers,2012,0,23
13,4-8,4,8,Los Angeles Chargers,2012,0,25
12,4-7,4,7,Los Angeles Chargers,2012,0,22
11,4-6,4,6,Los Angeles Chargers,2012,0,21
10,4-5,4,5,Los Angeles Chargers,2012,0,20
9,4-4,4,4,Los Angeles Chargers,2012,0,17
8,3-4,3,4,Los Angeles Chargers,2012,0,20
7,3-3,3,3,Los Angeles Chargers,2012,0,17
6,3-3,3,3,Los Angeles Chargers,2012,0,16
5,3-2,3,2,Los Angeles Chargers,2012,0,14
4,3-1,3,1,Los Angeles Chargers,2012,0,11
3,2-1,2,1,Los Angeles Chargers,2012,0,13
2,2-0,2,0,Los Angeles Chargers,2012,0,11
1,1-0,1,0,Los Angeles Chargers,2012,0,14
0,8-8,8,8,Los Angeles Chargers,2012,0,15
Preseason,8-8,8,8,Los Angeles Chargers,2012,0,15
17,9-7,9,7,Arizona Cardinals,2008,0,13
16,8-7,8,7,Arizona Cardinals,2008,0,19
15,8-6,8,6,Arizona Cardinals,2008,0,15
14,8-5,8,5,Arizona Cardinals,2008,0,9
13,7-5,7,5,Arizona Cardinals,2008,0,12
12,7-4,7,4,Arizona Cardinals,2008,0,11
11,7-3,7,3,Arizona Cardinals,2008,0,7
10,6-3,6,3,Arizona Cardinals,2008,0,11
9,5-3,5,3,Arizona Cardinals,2008,0,8
8,4-3,4,3,Arizona Cardinals,2008,0,13
7,4-2,4,2,Arizona Cardinals,2008,0,8
6,4-2,4,2,Arizona Cardinals,2008,0,9
5,3-2,3,2,Arizona Cardinals,2008,0,14
4,2-2,2,2,Arizona Cardinals,2008,0,20
3,2-1,2,1,Arizona Cardinals,2008,0,18
2,2-0,2,0,Arizona Cardinals,2008,0,14
1,1-0,1,0,Arizona Cardinals,2008,0,21
0,8-8,8,8,Arizona Cardinals,2008,0,21
Preseason,8-8,8,8,Arizona Cardinals,2008,0,17
17,10-6,10,6,Arizona Cardinals,2009,0,8
16,10-5,10,5,Arizona Cardinals,2009,0,6
15,9-5,9,5,Arizona Cardinals,2009,0,6
14,8-5,8,5,Arizona Cardinals,2009,0,8
13,8-4,8,4,Arizona Cardinals,2009,0,6
12,7-4,7,4,Arizona Cardinals,2009,0,8
11,7-3,7,3,Arizona Cardinals,2009,0,5
10,6-3,6,3,Arizona Cardinals,2009,0,7
9,5-3,5,3,Arizona Cardinals,2009,0,10
8,4-3,4,3,Arizona Cardinals,2009,0,13
7,4-2,4,2,Arizona Cardinals,2009,0,10
6,3-2,3,2,Arizona Cardinals,2009,0,16
5,2-2,2,2,Arizona Cardinals,2009,0,19
4,1-2,1,2,Arizona Cardinals,2009,0,19
3,1-2,1,2,Arizona Cardinals,2009,0,19
2,1-1,1,1,Arizona Cardinals,2009,0,18
1,0-1,0,1,Arizona Cardinals,2009,0,17
0,9-7,9,7,Arizona Cardinals,2009,0,13
Preseason,9-7,9,7,Arizona Cardinals,2009,0,12
17,5-11,5,11,Arizona Cardinals,2012,0,27
16,5-10,5,10,Arizona Cardinals,2012,0,26
15,5-9,5,9,Arizona Cardinals,2012,0,27
14,4-9,4,9,Arizona Cardinals,2012,0,29
13,4-8,4,8,Arizona Cardinals,2012,0,27
12,4-7,4,7,Arizona Cardinals,2012,0,25
11,4-6,4,6,Arizona Cardinals,2012,0,25
10,4-5,4,5,Arizona Cardinals,2012,0,22
9,4-5,4,5,Arizona Cardinals,2012,0,20
8,4-4,4,4,Arizona Cardinals,2012,0,16
7,4-3,4,3,Arizona Cardinals,2012,0,14
6,4-2,4,2,Arizona Cardinals,2012,0,11
5,4-1,4,1,Arizona Cardinals,2012,0,9
4,4-0,4,0,Arizona Cardinals,2012,0,5
3,3-0,3,0,Arizona Cardinals,2012,0,5
2,2-0,2,0,Arizona Cardinals,2012,0,14
1,1-0,1,0,Arizona Cardinals,2012,0,20
0,8-8,8,8,Arizona Cardinals,2012,0,23
Preseason,8-8,8,8,Arizona Cardinals,2012,0,19
17,10-6,10,6,Arizona Cardinals,2013,0,9
16,10-5,10,5,Arizona Cardinals,2013,0,9
15,9-5,9,5,Arizona Cardinals,2013,0,8
14,8-5,8,5,Arizona Cardinals,2013,0,10
13,7-5,7,5,Arizona Cardinals,2013,0,13
12,7-4,7,4,Arizona Cardinals,2013,0,9
11,6-4,6,4,Arizona Cardinals,2013,0,13
10,5-4,5,4,Arizona Cardinals,2013,0,16
9,4-4,4,4,Arizona Cardinals,2013,0,17
8,4-4,4,4,Arizona Cardinals,2013,0,17
7,3-4,3,4,Arizona Cardinals,2013,0,24
6,3-3,3,3,Arizona Cardinals,2013,0,21
5,3-2,3,2,Arizona Cardinals,2013,0,19
4,2-2,2,2,Arizona Cardinals,2013,0,19
3,1-2,1,2,Arizona Cardinals,2013,0,22
2,1-1,1,1,Arizona Cardinals,2013,0,21
1,0-1,0,1,Arizona Cardinals,2013,0,25
0,5-11,5,11,Arizona Cardinals,2013,0,26
Preseason,5-11,5,11,Arizona Cardinals,2013,0,26
17,8-8,8,8,Arizona Cardinals,2011,0,18
16,7-8,7,8,Arizona Cardinals,2011,0,20
15,7-7,7,7,Arizona Cardinals,2011,0,17
14,6-7,6,7,Arizona Cardinals,2011,0,19
13,5-7,5,7,Arizona Cardinals,2011,0,18
12,4-7,4,7,Arizona Cardinals,2011,0,25
11,3-7,3,7,Arizona Cardinals,2011,0,27
10,3-6,3,6,Arizona Cardinals,2011,0,23
9,2-6,2,6,Arizona Cardinals,2011,0,29
8,1-6,1,6,Arizona Cardinals,2011,0,30
7,1-5,1,5,Arizona Cardinals,2011,0,29
6,1-4,1,4,Arizona Cardinals,2011,0,26
5,1-4,1,4,Arizona Cardinals,2011,0,28
4,1-3,1,3,Arizona Cardinals,2011,0,23
3,1-2,1,2,Arizona Cardinals,2011,0,23
2,1-1,1,1,Arizona Cardinals,2011,0,19
1,1-0,1,0,Arizona Cardinals,2011,0,16
0,5-11,5,11,Arizona Cardinals,2011,0,21
Preseason,5-11,5,11,Arizona Cardinals,2011,0,21
17,5-11,5,11,Arizona Cardinals,2010,0,28
16,5-10,5,10,Arizona Cardinals,2010,0,29
15,4-10,4,10,Arizona Cardinals,2010,0,29
14,4-9,4,9,Arizona Cardinals,2010,0,27
13,3-9,3,9,Arizona Cardinals,2010,0,29
12,3-8,3,8,Arizona Cardinals,2010,0,29
11,3-7,3,7,Arizona Cardinals,2010,0,29
10,3-6,3,6,Arizona Cardinals,2010,0,27
9,3-5,3,5,Arizona Cardinals,2010,0,25
8,3-4,3,4,Arizona Cardinals,2010,0,24
7,3-3,3,3,Arizona Cardinals,2010,0,21
6,3-2,3,2,Arizona Cardinals,2010,0,18
5,3-2,3,2,Arizona Cardinals,2010,0,24
4,2-2,2,2,Arizona Cardinals,2010,0,25
3,2-1,2,1,Arizona Cardinals,2010,0,22
2,1-1,1,1,Arizona Cardinals,2010,0,24
1,1-0,1,0,Arizona Cardinals,2010,0,19
0,10-6,10,6,Arizona Cardinals,2010,0,20
Preseason,10-6,10,6,Arizona Cardinals,2010,0,15
17,13-3,13,3,Arizona Cardinals,2015,0,4
16,13-2,13,2,Arizona Cardinals,2015,0,1
15,12-2,12,2,Arizona Cardinals,2015,0,2
14,11-2,11,2,Arizona Cardinals,2015,0,2
13,10-2,10,2,Arizona Cardinals,2015,0,2
12,9-2,9,2,Arizona Cardinals,2015,0,4
11,8-2,8,2,Arizona Cardinals,2015,0,4
10,7-2,7,2,Arizona Cardinals,2015,0,3
9,6-2,6,2,Arizona Cardinals,2015,0,6
8,6-2,6,2,Arizona Cardinals,2015,0,6
7,5-2,5,2,Arizona Cardinals,2015,0,6
6,4-2,4,2,Arizona Cardinals,2015,0,4
5,4-1,4,1,Arizona Cardinals,2015,0,6
4,3-1,3,1,Arizona Cardinals,2015,0,4
3,3-0,3,0,Arizona Cardinals,2015,0,2
2,2-0,2,0,Arizona Cardinals,2015,0,3
1,1-0,1,0,Arizona Cardinals,2015,0,6
0,11-5,11,5,Arizona Cardinals,2015,0,10
Preseason,11-5,11,5,Arizona Cardinals,2015,0,8
17,11-5,11,5,Arizona Cardinals,2014,0,10
16,11-4,11,4,Arizona Cardinals,2014,0,9
15,11-3,11,3,Arizona Cardinals,2014,0,5
14,10-3,10,3,Arizona Cardinals,2014,0,5
13,9-3,9,3,Arizona Cardinals,2014,0,7
12,9-2,9,2,Arizona Cardinals,2014,0,4
11,9-1,9,1,Arizona Cardinals,2014,0,2
10,8-1,8,1,Arizona Cardinals,2014,0,2
9,7-1,7,1,Arizona Cardinals,2014,0,2
8,6-1,6,1,Arizona Cardinals,2014,0,2
7,5-1,5,1,Arizona Cardinals,2014,0,5
6,4-1,4,1,Arizona Cardinals,2014,0,6
5,3-1,3,1,Arizona Cardinals,2014,0,10
4,3-0,3,0,Arizona Cardinals,2014,0,4
3,3-0,3,0,Arizona Cardinals,2014,0,5
2,2-0,2,0,Arizona Cardinals,2014,0,9
1,1-0,1,0,Arizona Cardinals,2014,0,14
0,10-6,10,6,Arizona Cardinals,2014,0,14
Preseason,10-6,10,6,Arizona Cardinals,2014,0,8
17,13-3,13,3,Atlanta Falcons,2012,0,2
16,13-2,13,2,Atlanta Falcons,2012,0,2
15,12-2,12,2,Atlanta Falcons,2012,0,5
14,11-2,11,2,Atlanta Falcons,2012,0,5
13,11-1,11,1,Atlanta Falcons,2012,0,2
12,10-1,10,1,Atlanta Falcons,2012,0,2
11,9-1,9,1,Atlanta Falcons,2012,0,2
10,8-1,8,1,Atlanta Falcons,2012,0,2
9,8-0,8,0,Atlanta Falcons,2012,0,1
8,7-0,7,0,Atlanta Falcons,2012,0,1
7,6-0,6,0,Atlanta Falcons,2012,0,1
6,6-0,6,0,Atlanta Falcons,2012,0,1
5,5-0,5,0,Atlanta Falcons,2012,0,2
4,4-0,4,0,Atlanta Falcons,2012,0,2
3,3-0,3,0,Atlanta Falcons,2012,0,2
2,2-0,2,0,Atlanta Falcons,2012,0,3
1,1-0,1,0,Atlanta Falcons,2012,0,6
0,10-6,10,6,Atlanta Falcons,2012,0,10
Preseason,10-6,10,6,Atlanta Falcons,2012,0,12
17,11-5,11,5,Atlanta Falcons,2008,0,7
16,10-5,10,5,Atlanta Falcons,2008,0,7
15,9-5,9,5,Atlanta Falcons,2008,0,8
14,8-5,8,5,Atlanta Falcons,2008,0,11
13,8-4,8,4,Atlanta Falcons,2008,0,9
12,7-4,7,4,Atlanta Falcons,2008,0,10
11,6-4,6,4,Atlanta Falcons,2008,0,14
10,6-3,6,3,Atlanta Falcons,2008,0,8
9,5-3,5,3,Atlanta Falcons,2008,0,10
8,4-3,4,3,Atlanta Falcons,2008,0,16
7,4-2,4,2,Atlanta Falcons,2008,0,14
6,4-2,4,2,Atlanta Falcons,2008,0,15
5,3-2,3,2,Atlanta Falcons,2008,0,20
4,2-2,2,2,Atlanta Falcons,2008,0,24
3,2-1,2,1,Atlanta Falcons,2008,0,24
2,1-1,1,1,Atlanta Falcons,2008,0,26
1,1-0,1,0,Atlanta Falcons,2008,0,25
0,4-12,4,12,Atlanta Falcons,2008,0,32
Preseason,4-12,4,12,Atlanta Falcons,2008,0,32
17,13-3,13,3,Atlanta Falcons,2010,0,2
16,12-3,12,3,Atlanta Falcons,2010,0,2
15,12-2,12,2,Atlanta Falcons,2010,0,2
14,11-2,11,2,Atlanta Falcons,2010,0,2
13,10-2,10,2,Atlanta Falcons,2010,0,1
12,9-2,9,2,Atlanta Falcons,2010,0,1
11,8-2,8,2,Atlanta Falcons,2010,0,1
10,7-2,7,2,Atlanta Falcons,2010,0,1
9,6-2,6,2,Atlanta Falcons,2010,0,3
8,5-2,5,2,Atlanta Falcons,2010,0,6
7,5-2,5,2,Atlanta Falcons,2010,0,5
6,4-2,4,2,Atlanta Falcons,2010,0,7
5,4-1,4,1,Atlanta Falcons,2010,0,4
4,3-1,3,1,Atlanta Falcons,2010,0,5
3,2-1,2,1,Atlanta Falcons,2010,0,5
2,1-1,1,1,Atlanta Falcons,2010,0,10
1,0-1,0,1,Atlanta Falcons,2010,0,13
0,9-7,9,7,Atlanta Falcons,2010,0,7
Preseason,9-7,9,7,Atlanta Falcons,2010,0,8
17,9-7,9,7,Atlanta Falcons,2009,0,15
16,8-7,8,7,Atlanta Falcons,2009,0,16
15,7-7,7,7,Atlanta Falcons,2009,0,17
14,6-7,6,7,Atlanta Falcons,2009,0,18
13,6-6,6,6,Atlanta Falcons,2009,0,18
12,6-5,6,5,Atlanta Falcons,2009,0,14
11,5-5,5,5,Atlanta Falcons,2009,0,16
10,5-4,5,4,Atlanta Falcons,2009,0,14
9,5-3,5,3,Atlanta Falcons,2009,0,9
8,4-3,4,3,Atlanta Falcons,2009,0,11
7,4-2,4,2,Atlanta Falcons,2009,0,11
6,4-1,4,1,Atlanta Falcons,2009,0,7
5,3-1,3,1,Atlanta Falcons,2009,0,8
4,2-1,2,1,Atlanta Falcons,2009,0,9
3,2-1,2,1,Atlanta Falcons,2009,0,8
2,2-0,2,0,Atlanta Falcons,2009,0,4
1,1-0,1,0,Atlanta Falcons,2009,0,7
0,11-5,11,5,Atlanta Falcons,2009,0,8
Preseason,11-5,11,5,Atlanta Falcons,2009,0,8
17,10-6,10,6,Atlanta Falcons,2011,0,7
16,9-6,9,6,Atlanta Falcons,2011,0,8
15,9-5,9,5,Atlanta Falcons,2011,0,8
14,8-5,8,5,Atlanta Falcons,2011,0,8
13,7-5,7,5,Atlanta Falcons,2011,0,8
12,7-4,7,4,Atlanta Falcons,2011,0,9
11,6-4,6,4,Atlanta Falcons,2011,0,11
10,5-4,5,4,Atlanta Falcons,2011,0,13
9,5-3,5,3,Atlanta Falcons,2011,0,13
8,4-3,4,3,Atlanta Falcons,2011,0,12
7,4-3,4,3,Atlanta Falcons,2011,0,14
6,3-3,3,3,Atlanta Falcons,2011,0,19
5,2-3,2,3,Atlanta Falcons,2011,0,19
4,2-2,2,2,Atlanta Falcons,2011,0,19
3,1-2,1,2,Atlanta Falcons,2011,0,19
2,1-1,1,1,Atlanta Falcons,2011,0,8
1,0-1,0,1,Atlanta Falcons,2011,0,11
0,13-3,13,3,Atlanta Falcons,2011,0,6
Preseason,13-3,13,3,Atlanta Falcons,2011,0,6
17,4-12,4,12,Atlanta Falcons,2013,0,26
16,4-11,4,11,Atlanta Falcons,2013,0,27
15,4-10,4,10,Atlanta Falcons,2013,0,28
14,3-10,3,10,Atlanta Falcons,2013,0,30
13,3-9,3,9,Atlanta Falcons,2013,0,29
12,2-9,2,9,Atlanta Falcons,2013,0,30
11,2-8,2,8,Atlanta Falcons,2013,0,30
10,2-7,2,7,Atlanta Falcons,2013,0,29
9,2-6,2,6,Atlanta Falcons,2013,0,26
8,2-5,2,5,Atlanta Falcons,2013,0,23
7,2-4,2,4,Atlanta Falcons,2013,0,20
6,1-4,1,4,Atlanta Falcons,2013,0,23
5,1-4,1,4,Atlanta Falcons,2013,0,22
4,1-3,1,3,Atlanta Falcons,2013,0,16
3,1-2,1,2,Atlanta Falcons,2013,0,14
2,1-1,1,1,Atlanta Falcons,2013,0,6
1,0-1,0,1,Atlanta Falcons,2013,0,4
0,13-3,13,3,Atlanta Falcons,2013,0,2
Preseason,13-3,13,3,Atlanta Falcons,2013,0,4
17,7-9,7,9,Atlanta Falcons,2006,0,22
16,7-8,7,8,Atlanta Falcons,2006,0,21
15,7-7,7,7,Atlanta Falcons,2006,0,18
14,7-6,7,6,Atlanta Falcons,2006,0,12
13,6-6,6,6,Atlanta Falcons,2006,0,14
12,5-6,5,6,Atlanta Falcons,2006,0,18
11,5-5,5,5,Atlanta Falcons,2006,0,16
10,5-4,5,4,Atlanta Falcons,2006,0,15
9,5-3,5,3,Atlanta Falcons,2006,0,9
8,5-2,5,2,Atlanta Falcons,2006,0,7
