week,record,n_wins,n_loses,team,year,n_ties,rank,Previous_Rank,Rank_change
5,4-1,4,1,Chicago Bears,2010,0,7,11,-4
4,3-1,3,1,Chicago Bears,2010,0,11,6,5
3,3-0,3,0,Chicago Bears,2010,0,6,12,-6
2,2-0,2,0,Chicago Bears,2010,0,12,22,-10
1,1-0,1,0,Chicago Bears,2010,0,22,21,1
0,7-9,7,9,Chicago Bears,2010,0,21,0,21
17,8-8,8,8,Chicago Bears,2011,0,20,22,-2
16,7-8,7,8,Chicago Bears,2011,0,22,21,1
15,7-7,7,7,Chicago Bears,2011,0,21,17,4
14,7-6,7,6,Chicago Bears,2011,0,17,17,0
13,7-5,7,5,Chicago Bears,2011,0,17,12,5
12,7-4,7,4,Chicago Bears,2011,0,12,7,5
11,7-3,7,3,Chicago Bears,2011,0,7,5,2
10,6-3,6,3,Chicago Bears,2011,0,5,9,-4
9,5-3,5,3,Chicago Bears,2011,0,9,10,-1
8,4-3,4,3,Chicago Bears,2011,0,10,10,0
7,4-3,4,3,Chicago Bears,2011,0,10,14,-4
6,3-3,3,3,Chicago Bears,2011,0,14,18,-4
5,2-3,2,3,Chicago Bears,2011,0,18,18,0
4,2-2,2,2,Chicago Bears,2011,0,18,18,0
3,1-2,1,2,Chicago Bears,2011,0,18,10,8
2,1-1,1,1,Chicago Bears,2011,0,10,7,3
1,1-0,1,0,Chicago Bears,2011,0,7,13,-6
0,11-5,11,5,Chicago Bears,2011,0,13,0,13
17,10-6,10,6,Chicago Bears,2012,0,13,13,0
16,9-6,9,6,Chicago Bears,2012,0,13,14,-1
15,8-6,8,6,Chicago Bears,2012,0,14,11,3
14,8-5,8,5,Chicago Bears,2012,0,11,8,3
13,8-4,8,4,Chicago Bears,2012,0,8,6,2
12,8-3,8,3,Chicago Bears,2012,0,6,6,0
11,7-3,7,3,Chicago Bears,2012,0,6,3,3
10,7-2,7,2,Chicago Bears,2012,0,3,3,0
9,7-1,7,1,Chicago Bears,2012,0,3,5,-2
8,6-1,6,1,Chicago Bears,2012,0,5,5,0
7,5-1,5,1,Chicago Bears,2012,0,5,6,-1
6,4-1,4,1,Chicago Bears,2012,0,6,6,0
5,4-1,4,1,Chicago Bears,2012,0,6,9,-3
4,3-1,3,1,Chicago Bears,2012,0,9,11,-2
3,2-1,2,1,Chicago Bears,2012,0,11,12,-1
2,1-1,1,1,Chicago Bears,2012,0,12,8,4
1,1-0,1,0,Chicago Bears,2012,0,8,9,-1
0,8-8,8,8,Chicago Bears,2012,0,9,0,9
17,9-7,9,7,Chicago Bears,2008,0,15,13,2
16,9-6,9,6,Chicago Bears,2008,0,13,16,-3
15,8-6,8,6,Chicago Bears,2008,0,16,19,-3
14,7-6,7,6,Chicago Bears,2008,0,19,19,0
13,6-6,6,6,Chicago Bears,2008,0,19,15,4
12,6-5,6,5,Chicago Bears,2008,0,15,19,-4
11,5-5,5,5,Chicago Bears,2008,0,19,14,5
10,5-4,5,4,Chicago Bears,2008,0,14,9,5
9,5-3,5,3,Chicago Bears,2008,0,9,12,-3
8,4-3,4,3,Chicago Bears,2008,0,12,13,-1
7,4-3,4,3,Chicago Bears,2008,0,13,20,-7
6,3-3,3,3,Chicago Bears,2008,0,20,10,10
5,3-2,3,2,Chicago Bears,2008,0,10,18,-8
4,2-2,2,2,Chicago Bears,2008,0,18,20,-2
3,1-2,1,2,Chicago Bears,2008,0,20,15,5
2,1-1,1,1,Chicago Bears,2008,0,15,15,0
1,1-0,1,0,Chicago Bears,2008,0,15,25,-10
0,7-9,7,9,Chicago Bears,2008,0,25,0,25
17,8-8,8,8,Chicago Bears,2013,0,15,13,2
16,8-7,8,7,Chicago Bears,2013,0,13,13,0
15,8-6,8,6,Chicago Bears,2013,0,13,13,0
14,7-6,7,6,Chicago Bears,2013,0,13,15,-2
13,6-6,6,6,Chicago Bears,2013,0,15,14,1
12,6-5,6,5,Chicago Bears,2013,0,14,10,4
11,6-4,6,4,Chicago Bears,2013,0,10,11,-1
10,5-4,5,4,Chicago Bears,2013,0,11,9,2
9,5-3,5,3,Chicago Bears,2013,0,9,14,-5
8,4-3,4,3,Chicago Bears,2013,0,14,13,1
7,4-3,4,3,Chicago Bears,2013,0,13,10,3
6,4-2,4,2,Chicago Bears,2013,0,10,10,0
5,3-2,3,2,Chicago Bears,2013,0,10,9,1
4,3-1,3,1,Chicago Bears,2013,0,9,4,5
3,3-0,3,0,Chicago Bears,2013,0,4,9,-5
2,2-0,2,0,Chicago Bears,2013,0,9,9,0
1,1-0,1,0,Chicago Bears,2013,0,9,14,-5
0,10-6,10,6,Chicago Bears,2013,0,14,0,14
17,5-11,5,11,Chicago Bears,2014,0,26,26,0
16,5-10,5,10,Chicago Bears,2014,0,26,26,0
15,5-9,5,9,Chicago Bears,2014,0,26,25,1
14,5-8,5,8,Chicago Bears,2014,0,25,23,2
13,5-7,5,7,Chicago Bears,2014,0,23,19,4
12,5-6,5,6,Chicago Bears,2014,0,19,23,-4
11,4-6,4,6,Chicago Bears,2014,0,23,27,-4
10,3-6,3,6,Chicago Bears,2014,0,27,21,6
9,3-5,3,5,Chicago Bears,2014,0,21,23,-2
8,3-5,3,5,Chicago Bears,2014,0,23,19,4
7,3-4,3,4,Chicago Bears,2014,0,19,16,3
6,3-3,3,3,Chicago Bears,2014,0,16,22,-6
5,2-3,2,3,Chicago Bears,2014,0,22,15,7
4,2-2,2,2,Chicago Bears,2014,0,15,8,7
3,2-1,2,1,Chicago Bears,2014,0,8,11,-3
2,1-1,1,1,Chicago Bears,2014,0,11,18,-7
1,0-1,0,1,Chicago Bears,2014,0,18,10,8
0,8-8,8,8,Chicago Bears,2014,0,10,0,10
17,6-10,6,10,Chicago Bears,2015,0,25,25,0
16,6-9,6,9,Chicago Bears,2015,0,25,24,1
15,5-9,5,9,Chicago Bears,2015,0,24,19,5
14,5-8,5,8,Chicago Bears,2015,0,19,21,-2
13,5-7,5,7,Chicago Bears,2015,0,21,20,1
12,5-6,5,6,Chicago Bears,2015,0,20,19,1
11,4-6,4,6,Chicago Bears,2015,0,19,16,3
10,4-5,4,5,Chicago Bears,2015,0,16,21,-5
9,3-5,3,5,Chicago Bears,2015,0,21,28,-7
8,2-5,2,5,Chicago Bears,2015,0,28,25,3
7,2-4,2,4,Chicago Bears,2015,0,25,25,0
6,2-4,2,4,Chicago Bears,2015,0,25,24,1
5,2-3,2,3,Chicago Bears,2015,0,24,29,-5
4,1-3,1,3,Chicago Bears,2015,0,29,32,-3
3,0-3,0,3,Chicago Bears,2015,0,32,32,0
2,0-2,0,2,Chicago Bears,2015,0,32,27,5
1,0-1,0,1,Chicago Bears,2015,0,27,25,2
0,5-11,5,11,Chicago Bears,2015,0,25,0,25
17,8-8,8,8,Cincinnati Bengals,2006,0,14,12,2
16,8-7,8,7,Cincinnati Bengals,2006,0,12,8,4
15,8-6,8,6,Cincinnati Bengals,2006,0,8,5,3
14,8-5,8,5,Cincinnati Bengals,2006,0,5,8,-3
13,7-5,7,5,Cincinnati Bengals,2006,0,8,11,-3
12,6-5,6,5,Cincinnati Bengals,2006,0,11,12,-1
11,5-5,5,5,Cincinnati Bengals,2006,0,12,17,-5
10,4-5,4,5,Cincinnati Bengals,2006,0,17,13,4
9,4-4,4,4,Cincinnati Bengals,2006,0,13,10,3
8,4-3,4,3,Cincinnati Bengals,2006,0,10,7,3
7,4-2,4,2,Cincinnati Bengals,2006,0,7,12,-5
6,3-2,3,2,Cincinnati Bengals,2006,0,12,9,3
5,3-1,3,1,Cincinnati Bengals,2006,0,9,7,2
4,3-1,3,1,Cincinnati Bengals,2006,0,7,2,5
3,3-0,3,0,Cincinnati Bengals,2006,0,2,3,-1
2,2-0,2,0,Cincinnati Bengals,2006,0,3,4,-1
1,1-0,1,0,Cincinnati Bengals,2006,0,4,6,-2
0,11-5,11,5,Cincinnati Bengals,2006,0,6,0,6
17,4-11,4,11,Cincinnati Bengals,2008,0,27,29,-2
16,3-11,3,11,Cincinnati Bengals,2008,0,29,29,0
15,2-11,2,11,Cincinnati Bengals,2008,0,29,31,-2
14,1-11,1,11,Cincinnati Bengals,2008,0,31,31,0
13,1-10,1,10,Cincinnati Bengals,2008,0,31,30,1
12,1-9,1,9,Cincinnati Bengals,2008,0,30,29,1
11,1-8,1,8,Cincinnati Bengals,2008,0,29,30,-1
10,1-8,1,8,Cincinnati Bengals,2008,0,30,29,1
9,1-8,1,8,Cincinnati Bengals,2008,0,29,31,-2
8,0-8,0,8,Cincinnati Bengals,2008,0,31,31,0
7,0-7,0,7,Cincinnati Bengals,2008,0,31,31,0
6,0-6,0,6,Cincinnati Bengals,2008,0,31,30,1
5,0-5,0,5,Cincinnati Bengals,2008,0,30,30,0
4,0-4,0,4,Cincinnati Bengals,2008,0,30,28,2
3,0-3,0,3,Cincinnati Bengals,2008,0,28,28,0
2,0-2,0,2,Cincinnati Bengals,2008,0,28,26,2
1,0-1,0,1,Cincinnati Bengals,2008,0,26,23,3
0,7-9,7,9,Cincinnati Bengals,2008,0,23,0,23
17,10-6,10,6,Cincinnati Bengals,2009,0,9,7,2
16,10-5,10,5,Cincinnati Bengals,2009,0,7,7,0
15,9-5,9,5,Cincinnati Bengals,2009,0,7,7,0
14,9-4,9,4,Cincinnati Bengals,2009,0,7,5,2
13,9-3,9,3,Cincinnati Bengals,2009,0,5,5,0
12,8-3,8,3,Cincinnati Bengals,2009,0,5,7,-2
11,7-3,7,3,Cincinnati Bengals,2009,0,7,4,3
10,7-2,7,2,Cincinnati Bengals,2009,0,4,4,0
9,6-2,6,2,Cincinnati Bengals,2009,0,4,6,-2
8,5-2,5,2,Cincinnati Bengals,2009,0,6,6,0
7,5-2,5,2,Cincinnati Bengals,2009,0,6,9,-3
6,4-2,4,2,Cincinnati Bengals,2009,0,9,6,3
5,4-1,4,1,Cincinnati Bengals,2009,0,6,11,-5
4,3-1,3,1,Cincinnati Bengals,2009,0,11,11,0
3,2-1,2,1,Cincinnati Bengals,2009,0,11,24,-13
2,1-1,1,1,Cincinnati Bengals,2009,0,24,26,-2
1,0-1,0,1,Cincinnati Bengals,2009,0,26,24,2
0,4-11,4,11,Cincinnati Bengals,2009,0,24,0,24
17,4-12,4,12,Cincinnati Bengals,2010,0,31,30,1
16,4-11,4,11,Cincinnati Bengals,2010,0,30,30,0
15,3-11,3,11,Cincinnati Bengals,2010,0,30,31,-1
14,2-11,2,11,Cincinnati Bengals,2010,0,31,30,1
13,2-10,2,10,Cincinnati Bengals,2010,0,30,30,0
12,2-9,2,9,Cincinnati Bengals,2010,0,30,30,0
11,2-8,2,8,Cincinnati Bengals,2010,0,30,28,2
10,2-7,2,7,Cincinnati Bengals,2010,0,28,26,2
9,2-6,2,6,Cincinnati Bengals,2010,0,26,25,1
8,2-5,2,5,Cincinnati Bengals,2010,0,25,22,3
7,2-4,2,4,Cincinnati Bengals,2010,0,22,20,2
6,2-3,2,3,Cincinnati Bengals,2010,0,20,22,-2
5,2-3,2,3,Cincinnati Bengals,2010,0,22,18,4
4,2-2,2,2,Cincinnati Bengals,2010,0,18,12,6
3,2-1,2,1,Cincinnati Bengals,2010,0,12,11,1
2,1-1,1,1,Cincinnati Bengals,2010,0,11,17,-6
1,0-1,0,1,Cincinnati Bengals,2010,0,17,12,5
0,10-6,10,6,Cincinnati Bengals,2010,0,12,0,12
17,9-7,9,7,Cincinnati Bengals,2011,0,11,10,1
16,9-6,9,6,Cincinnati Bengals,2011,0,10,13,-3
15,8-6,8,6,Cincinnati Bengals,2011,0,13,15,-2
14,7-6,7,6,Cincinnati Bengals,2011,0,15,14,1
13,7-5,7,5,Cincinnati Bengals,2011,0,14,13,1
12,7-4,7,4,Cincinnati Bengals,2011,0,13,13,0
11,6-4,6,4,Cincinnati Bengals,2011,0,13,11,2
10,6-3,6,3,Cincinnati Bengals,2011,0,11,10,1
9,6-2,6,2,Cincinnati Bengals,2011,0,10,14,-4
8,5-2,5,2,Cincinnati Bengals,2011,0,14,16,-2
7,4-2,4,2,Cincinnati Bengals,2011,0,16,18,-2
6,4-2,4,2,Cincinnati Bengals,2011,0,18,20,-2
5,3-2,3,2,Cincinnati Bengals,2011,0,20,21,-1
4,2-2,2,2,Cincinnati Bengals,2011,0,21,27,-6
3,1-2,1,2,Cincinnati Bengals,2011,0,27,28,-1
2,1-1,1,1,Cincinnati Bengals,2011,0,28,30,-2
1,1-0,1,0,Cincinnati Bengals,2011,0,30,32,-2
0,4-12,4,12,Cincinnati Bengals,2011,0,32,0,32
17,7-9,7,9,Cincinnati Bengals,2007,0,22,23,-1
16,6-9,6,9,Cincinnati Bengals,2007,0,23,23,0
15,5-9,5,9,Cincinnati Bengals,2007,0,23,22,1
14,5-8,5,8,Cincinnati Bengals,2007,0,22,25,-3
13,4-8,4,8,Cincinnati Bengals,2007,0,25,23,2
12,4-7,4,7,Cincinnati Bengals,2007,0,23,26,-3
11,3-7,3,7,Cincinnati Bengals,2007,0,26,25,1
10,3-6,3,6,Cincinnati Bengals,2007,0,25,26,-1
9,2-6,2,6,Cincinnati Bengals,2007,0,26,25,1
8,2-5,2,5,Cincinnati Bengals,2007,0,25,23,2
7,2-4,2,4,Cincinnati Bengals,2007,0,23,27,-4
6,1-4,1,4,Cincinnati Bengals,2007,0,27,23,4
5,1-3,1,3,Cincinnati Bengals,2007,0,23,23,0
4,1-3,1,3,Cincinnati Bengals,2007,0,23,18,5
3,1-2,1,2,Cincinnati Bengals,2007,0,18,13,5
2,1-1,1,1,Cincinnati Bengals,2007,0,13,6,7
1,1-0,1,0,Cincinnati Bengals,2007,0,6,11,-5
0,8-8,8,8,Cincinnati Bengals,2007,0,11,0,11
17,10-6,10,6,Cincinnati Bengals,2012,0,11,11,0
16,9-6,9,6,Cincinnati Bengals,2012,0,11,13,-2
15,8-6,8,6,Cincinnati Bengals,2012,0,13,14,-1
14,7-6,7,6,Cincinnati Bengals,2012,0,14,11,3
13,7-5,7,5,Cincinnati Bengals,2012,0,11,11,0
12,6-5,6,5,Cincinnati Bengals,2012,0,11,17,-6
11,5-5,5,5,Cincinnati Bengals,2012,0,17,19,-2
10,4-5,4,5,Cincinnati Bengals,2012,0,19,23,-4
9,3-5,3,5,Cincinnati Bengals,2012,0,23,22,1
8,3-4,3,4,Cincinnati Bengals,2012,0,22,22,0
7,3-4,3,4,Cincinnati Bengals,2012,0,22,21,1
6,3-3,3,3,Cincinnati Bengals,2012,0,21,15,6
5,3-2,3,2,Cincinnati Bengals,2012,0,15,12,3
4,3-1,3,1,Cincinnati Bengals,2012,0,12,15,-3
3,2-1,2,1,Cincinnati Bengals,2012,0,15,16,-1
2,1-1,1,1,Cincinnati Bengals,2012,0,16,18,-2
1,0-1,0,1,Cincinnati Bengals,2012,0,18,16,2
0,9-7,9,7,Cincinnati Bengals,2012,0,16,0,16
17,11-5,11,5,Cincinnati Bengals,2013,0,7,7,0
16,10-5,10,5,Cincinnati Bengals,2013,0,7,9,-2
15,9-5,9,5,Cincinnati Bengals,2013,0,9,8,1
14,9-4,9,4,Cincinnati Bengals,2013,0,8,8,0
13,8-4,8,4,Cincinnati Bengals,2013,0,8,8,0
12,7-4,7,4,Cincinnati Bengals,2013,0,8,8,0
11,7-4,7,4,Cincinnati Bengals,2013,0,8,10,-2
10,6-4,6,4,Cincinnati Bengals,2013,0,10,8,2
9,6-3,6,3,Cincinnati Bengals,2013,0,8,7,1
8,6-2,6,2,Cincinnati Bengals,2013,0,7,7,0
7,5-2,5,2,Cincinnati Bengals,2013,0,7,8,-1
6,4-2,4,2,Cincinnati Bengals,2013,0,8,8,0
5,3-2,3,2,Cincinnati Bengals,2013,0,8,11,-3
4,2-2,2,2,Cincinnati Bengals,2013,0,11,6,5
3,2-1,2,1,Cincinnati Bengals,2013,0,6,10,-4
2,1-1,1,1,Cincinnati Bengals,2013,0,10,10,0
1,0-1,0,1,Cincinnati Bengals,2013,0,10,9,1
0,10-6,10,6,Cincinnati Bengals,2013,0,9,0,9
17,10-5,10,5,Cincinnati Bengals,2014,0,9,8,1
16,10-4,10,4,Cincinnati Bengals,2014,0,8,11,-3
15,9-4,9,4,Cincinnati Bengals,2014,0,11,13,-2
14,8-4,8,4,Cincinnati Bengals,2014,0,13,10,3
13,8-3,8,3,Cincinnati Bengals,2014,0,10,10,0
12,7-3,7,3,Cincinnati Bengals,2014,0,10,13,-3
11,6-3,6,3,Cincinnati Bengals,2014,0,13,16,-3
10,5-3,5,3,Cincinnati Bengals,2014,0,16,11,5
9,5-2,5,2,Cincinnati Bengals,2014,0,11,12,-1
8,4-2,4,2,Cincinnati Bengals,2014,0,12,13,-1
7,3-2,3,2,Cincinnati Bengals,2014,0,13,11,2
6,3-1,3,1,Cincinnati Bengals,2014,0,11,5,6
5,3-1,3,1,Cincinnati Bengals,2014,0,5,2,3
4,3-0,3,0,Cincinnati Bengals,2014,0,2,2,0
3,3-0,3,0,Cincinnati Bengals,2014,0,2,3,-1
2,2-0,2,0,Cincinnati Bengals,2014,0,3,5,-2
1,1-0,1,0,Cincinnati Bengals,2014,0,5,9,-4
0,11-5,11,5,Cincinnati Bengals,2014,0,9,0,9
17,12-4,12,4,Cincinnati Bengals,2015,0,6,6,0
16,11-4,11,4,Cincinnati Bengals,2015,0,6,5,1
15,11-3,11,3,Cincinnati Bengals,2015,0,5,4,1
14,10-3,10,3,Cincinnati Bengals,2015,0,4,3,1
13,10-2,10,2,Cincinnati Bengals,2015,0,3,5,-2
12,9-2,9,2,Cincinnati Bengals,2015,0,5,5,0
11,8-2,8,2,Cincinnati Bengals,2015,0,5,4,1
10,8-1,8,1,Cincinnati Bengals,2015,0,4,2,2
9,8-0,8,0,Cincinnati Bengals,2015,0,2,3,-1
8,7-0,7,0,Cincinnati Bengals,2015,0,3,3,0
7,6-0,6,0,Cincinnati Bengals,2015,0,3,5,-2
6,6-0,6,0,Cincinnati Bengals,2015,0,5,5,0
5,5-0,5,0,Cincinnati Bengals,2015,0,5,5,0
4,4-0,4,0,Cincinnati Bengals,2015,0,5,5,0
3,3-0,3,0,Cincinnati Bengals,2015,0,5,6,-1
2,2-0,2,0,Cincinnati Bengals,2015,0,6,8,-2
1,1-0,1,0,Cincinnati Bengals,2015,0,8,11,-3
0,10-5,10,5,Cincinnati Bengals,2015,0,11,0,11
17,10-6,10,6,Cleveland Browns,2007,0,13,11,2
16,9-6,9,6,Cleveland Browns,2007,0,11,7,4
15,9-5,9,5,Cleveland Browns,2007,0,7,10,-3
14,8-5,8,5,Cleveland Browns,2007,0,10,11,-1
13,7-5,7,5,Cleveland Browns,2007,0,11,7,4
12,7-4,7,4,Cleveland Browns,2007,0,7,8,-1
11,6-4,6,4,Cleveland Browns,2007,0,8,11,-3
10,5-4,5,4,Cleveland Browns,2007,0,11,9,2
9,5-3,5,3,Cleveland Browns,2007,0,9,13,-4
8,4-3,4,3,Cleveland Browns,2007,0,13,19,-6
7,3-3,3,3,Cleveland Browns,2007,0,19,19,0
6,3-3,3,3,Cleveland Browns,2007,0,19,24,-5
5,2-3,2,3,Cleveland Browns,2007,0,24,25,-1
4,2-2,2,2,Cleveland Browns,2007,0,25,27,-2
3,1-2,1,2,Cleveland Browns,2007,0,27,26,1
2,1-1,1,1,Cleveland Browns,2007,0,26,32,-6
1,0-1,0,1,Cleveland Browns,2007,0,32,32,0
0,4-12,4,12,Cleveland Browns,2007,0,32,0,32
17,4-12,4,12,Cleveland Browns,2008,0,29,28,1
16,4-11,4,11,Cleveland Browns,2008,0,28,26,2
15,4-10,4,10,Cleveland Browns,2008,0,26,26,0
14,4-9,4,9,Cleveland Browns,2008,0,26,26,0
13,4-8,4,8,Cleveland Browns,2008,0,26,25,1
12,4-7,4,7,Cleveland Browns,2008,0,25,24,1
11,4-6,4,6,Cleveland Browns,2008,0,24,24,0
10,3-6,3,6,Cleveland Browns,2008,0,24,24,0
9,3-5,3,5,Cleveland Browns,2008,0,24,22,2
8,3-4,3,4,Cleveland Browns,2008,0,22,24,-2
7,2-4,2,4,Cleveland Browns,2008,0,24,22,2
6,2-3,2,3,Cleveland Browns,2008,0,22,25,-3
5,1-3,1,3,Cleveland Browns,2008,0,25,25,0
4,1-3,1,3,Cleveland Browns,2008,0,25,26,-1
3,0-3,0,3,Cleveland Browns,2008,0,26,22,4
2,0-2,0,2,Cleveland Browns,2008,0,22,17,5
1,0-1,0,1,Cleveland Browns,2008,0,17,13,4
0,10-6,10,6,Cleveland Browns,2008,0,13,0,13
17,4-12,4,12,Cleveland Browns,2006,0,30,30,0
16,4-11,4,11,Cleveland Browns,2006,0,30,28,2
15,4-10,4,10,Cleveland Browns,2006,0,28,29,-1
14,4-9,4,9,Cleveland Browns,2006,0,29,26,3
13,4-8,4,8,Cleveland Browns,2006,0,26,29,-3
12,3-8,3,8,Cleveland Browns,2006,0,29,29,0
11,3-7,3,7,Cleveland Browns,2006,0,29,24,5
10,3-6,3,6,Cleveland Browns,2006,0,24,30,-6
9,2-6,2,6,Cleveland Browns,2006,0,30,26,4
8,2-5,2,5,Cleveland Browns,2006,0,26,30,-4
7,1-5,1,5,Cleveland Browns,2006,0,30,28,2
6,1-4,1,4,Cleveland Browns,2006,0,28,26,2
5,1-4,1,4,Cleveland Browns,2006,0,26,24,2
4,1-3,1,3,Cleveland Browns,2006,0,24,28,-4
3,0-3,0,3,Cleveland Browns,2006,0,28,28,0
2,0-2,0,2,Cleveland Browns,2006,0,28,28,0
1,0-1,0,1,Cleveland Browns,2006,0,28,27,1
0,6-10,6,10,Cleveland Browns,2006,0,27,0,27
17,5-11,5,11,Cleveland Browns,2009,0,25,27,-2
16,4-11,4,11,Cleveland Browns,2009,0,27,28,-1
15,3-11,3,11,Cleveland Browns,2009,0,28,29,-1
14,2-11,2,11,Cleveland Browns,2009,0,29,32,-3
13,1-11,1,11,Cleveland Browns,2009,0,32,32,0
12,1-10,1,10,Cleveland Browns,2009,0,32,32,0
11,1-9,1,9,Cleveland Browns,2009,0,32,32,0
10,1-8,1,8,Cleveland Browns,2009,0,32,32,0
9,1-7,1,7,Cleveland Browns,2009,0,32,31,1
8,1-7,1,7,Cleveland Browns,2009,0,31,30,1
7,1-6,1,6,Cleveland Browns,2009,0,30,29,1
6,1-5,1,5,Cleveland Browns,2009,0,29,28,1
5,1-4,1,4,Cleveland Browns,2009,0,28,29,-1
4,0-4,0,4,Cleveland Browns,2009,0,29,29,0
3,0-3,0,3,Cleveland Browns,2009,0,29,29,0
2,0-2,0,2,Cleveland Browns,2009,0,29,28,1
1,0-1,0,1,Cleveland Browns,2009,0,28,28,0
0,4-12,4,12,Cleveland Browns,2009,0,28,0,28
17,5-11,5,11,Cleveland Browns,2010,0,27,25,2
16,5-10,5,10,Cleveland Browns,2010,0,25,22,3
15,5-9,5,9,Cleveland Browns,2010,0,22,21,1
14,5-8,5,8,Cleveland Browns,2010,0,21,21,0
13,5-7,5,7,Cleveland Browns,2010,0,21,24,-3
12,4-7,4,7,Cleveland Browns,2010,0,24,23,1
11,3-7,3,7,Cleveland Browns,2010,0,23,22,1
10,3-6,3,6,Cleveland Browns,2010,0,22,23,-1
9,3-5,3,5,Cleveland Browns,2010,0,23,26,-3
8,2-5,2,5,Cleveland Browns,2010,0,26,28,-2
7,2-5,2,5,Cleveland Browns,2010,0,28,30,-2
6,1-5,1,5,Cleveland Browns,2010,0,30,29,1
5,1-4,1,4,Cleveland Browns,2010,0,29,27,2
4,1-3,1,3,Cleveland Browns,2010,0,27,30,-3
3,0-3,0,3,Cleveland Browns,2010,0,30,30,0
2,0-2,0,2,Cleveland Browns,2010,0,30,32,-2
1,0-1,0,1,Cleveland Browns,2010,0,32,29,3
0,5-11,5,11,Cleveland Browns,2010,0,29,0,29
17,4-12,4,12,Cleveland Browns,2011,0,28,28,0
16,4-11,4,11,Cleveland Browns,2011,0,28,28,0
15,4-10,4,10,Cleveland Browns,2011,0,28,29,-1
14,4-9,4,9,Cleveland Browns,2011,0,29,28,1
13,4-8,4,8,Cleveland Browns,2011,0,28,27,1
12,4-7,4,7,Cleveland Browns,2011,0,27,24,3
11,4-6,4,6,Cleveland Browns,2011,0,24,28,-4
10,3-6,3,6,Cleveland Browns,2011,0,28,25,3
9,3-5,3,5,Cleveland Browns,2011,0,25,24,1
8,3-4,3,4,Cleveland Browns,2011,0,24,24,0
7,3-3,3,3,Cleveland Browns,2011,0,24,23,1
6,2-3,2,3,Cleveland Browns,2011,0,23,23,0
5,2-2,2,2,Cleveland Browns,2011,0,23,22,1
4,2-2,2,2,Cleveland Browns,2011,0,22,21,1
3,2-1,2,1,Cleveland Browns,2011,0,21,29,-8
2,1-1,1,1,Cleveland Browns,2011,0,29,32,-3
1,0-1,0,1,Cleveland Browns,2011,0,32,29,3
0,5-11,5,11,Cleveland Browns,2011,0,29,0,29
17,5-11,5,11,Cleveland Browns,2012,0,24,24,0
16,5-10,5,10,Cleveland Browns,2012,0,24,22,2
15,5-9,5,9,Cleveland Browns,2012,0,22,20,2
14,5-8,5,8,Cleveland Browns,2012,0,20,24,-4
13,4-8,4,8,Cleveland Browns,2012,0,24,27,-3
12,3-8,3,8,Cleveland Browns,2012,0,27,30,-3
11,2-8,2,8,Cleveland Browns,2012,0,30,30,0
10,2-7,2,7,Cleveland Browns,2012,0,30,30,0
9,2-7,2,7,Cleveland Browns,2012,0,30,29,1
8,2-6,2,6,Cleveland Browns,2012,0,29,30,-1
7,1-6,1,6,Cleveland Browns,2012,0,30,30,0
6,1-5,1,5,Cleveland Browns,2012,0,30,32,-2
5,0-5,0,5,Cleveland Browns,2012,0,32,32,0
4,0-4,0,4,Cleveland Browns,2012,0,32,32,0
3,0-3,0,3,Cleveland Browns,2012,0,32,32,0
2,0-2,0,2,Cleveland Browns,2012,0,32,31,1
1,0-1,0,1,Cleveland Browns,2012,0,31,31,0
0,4-12,4,12,Cleveland Browns,2012,0,31,0,31
17,4-12,4,12,Cleveland Browns,2013,0,28,28,0
16,4-11,4,11,Cleveland Browns,2013,0,28,27,1
15,4-10,4,10,Cleveland Browns,2013,0,27,25,2
14,4-9,4,9,Cleveland Browns,2013,0,25,27,-2
13,4-8,4,8,Cleveland Browns,2013,0,27,25,2
12,4-7,4,7,Cleveland Browns,2013,0,25,23,2
11,4-6,4,6,Cleveland Browns,2013,0,23,19,4
10,4-5,4,5,Cleveland Browns,2013,0,19,18,1
9,4-5,4,5,Cleveland Browns,2013,0,18,21,-3
8,3-5,3,5,Cleveland Browns,2013,0,21,22,-1
7,3-4,3,4,Cleveland Browns,2013,0,22,18,4
6,3-3,3,3,Cleveland Browns,2013,0,18,16,2
5,3-2,3,2,Cleveland Browns,2013,0,16,20,-4
4,2-2,2,2,Cleveland Browns,2013,0,20,25,-5
3,1-2,1,2,Cleveland Browns,2013,0,25,31,-6
2,0-2,0,2,Cleveland Browns,2013,0,31,30,1
1,0-1,0,1,Cleveland Browns,2013,0,30,28,2
0,5-11,5,11,Cleveland Browns,2013,0,28,0,28
17,7-9,7,9,Cleveland Browns,2014,0,23,21,2
16,7-8,7,8,Cleveland Browns,2014,0,21,21,0
15,7-7,7,7,Cleveland Browns,2014,0,21,19,2
14,7-6,7,6,Cleveland Browns,2014,0,19,18,1
13,7-5,7,5,Cleveland Browns,2014,0,18,16,2
12,7-4,7,4,Cleveland Browns,2014,0,16,17,-1
11,6-4,6,4,Cleveland Browns,2014,0,17,11,6
10,6-3,6,3,Cleveland Browns,2014,0,11,19,-8
9,5-3,5,3,Cleveland Browns,2014,0,19,19,0
8,4-3,4,3,Cleveland Browns,2014,0,19,20,-1
7,3-3,3,3,Cleveland Browns,2014,0,20,15,5
6,3-2,3,2,Cleveland Browns,2014,0,15,23,-8
5,2-2,2,2,Cleveland Browns,2014,0,23,25,-2
